NaN,NaN,Inf,NaN
1.5,1.1077,1.25,1.4885
1.15,0.98571,1.025,1.4321
1.0308,0.92889,0.94744,1.4
0.97029,0.89704,0.90779,1.3808
0.93373,0.87673,0.88373,1.3682
0.90924,0.86265,0.86757,1.3593
0.89169,0.85233,0.85598,1.3528
0.8785,0.84444,0.84725,1.3477
0.86822,0.83821,0.84044,1.3437
0.85998,0.83317,0.83498,1.3404
0.85324,0.82901,0.83051,1.3377
0.84761,0.82551,0.82678,1.3354
0.84284,0.82253,0.82361,1.3335
0.83876,0.81997,0.8209,1.3318
0.83521,0.81773,0.81855,1.3304
0.83211,0.81577,0.81649,1.3291
0.82937,0.81403,0.81467,1.3279
0.82694,0.81248,0.81305,1.3269
0.82476,0.81109,0.8116,1.326
0.82279,0.80983,0.81029,1.3252
0.82102,0.80869,0.80911,1.3244
0.8194,0.80766,0.80804,1.3238
0.81793,0.80671,0.80706,1.3231
0.81658,0.80584,0.80616,1.3226
0.81533,0.80504,0.80533,1.322
0.81418,0.80429,0.80457,1.3215
0.81312,0.80361,0.80386,1.3211
0.81213,0.80297,0.8032,1.3207
0.81121,0.80237,0.80259,1.3203
0.81035,0.80181,0.80202,1.3199
0.80955,0.80129,0.80148,1.3195
0.80879,0.8008,0.80098,1.3192
0.80809,0.80034,0.80051,1.3189
0.80742,0.79991,0.80007,1.3186
0.80679,0.7995,0.79965,1.3184
0.8062,0.79911,0.79925,1.3181
0.80564,0.79875,0.79888,1.3179
0.80511,0.7984,0.79853,1.3176
0.8046,0.79807,0.79819,1.3174
0.80412,0.79776,0.79787,1.3172
0.80367,0.79746,0.79757,1.317
0.80323,0.79717,0.79728,1.3168
0.80282,0.7969,0.797,1.3166
0.80242,0.79664,0.79674,1.3165
0.80204,0.7964,0.79649,1.3163
0.80168,0.79616,0.79625,1.3162
0.80134,0.79593,0.79602,1.316
0.80101,0.79572,0.7958,1.3159
0.80069,0.79551,0.79558,1.3157
0.80038,0.79531,0.79538,1.3156
0.80009,0.79511,0.79519,1.3155
0.79981,0.79493,0.795,1.3153
0.79953,0.79475,0.79482,1.3152
0.79927,0.79458,0.79464,1.3151
0.79902,0.79441,0.79448,1.315
0.79878,0.79425,0.79431,1.3149
0.79854,0.7941,0.79416,1.3148
0.79832,0.79395,0.79401,1.3147
0.7981,0.79381,0.79386,1.3146
0.79789,0.79367,0.79372,1.3145
0.79768,0.79353,0.79358,1.3144
0.79748,0.7934,0.79345,1.3143
0.79729,0.79328,0.79332,1.3142
0.79711,0.79315,0.7932,1.3142
0.79693,0.79304,0.79308,1.3141
0.79675,0.79292,0.79296,1.314
0.79658,0.79281,0.79285,1.3139
0.79642,0.7927,0.79274,1.3139
0.79626,0.7926,0.79264,1.3138
0.7961,0.79249,0.79253,1.3137
0.79595,0.7924,0.79243,1.3137
0.79581,0.7923,0.79233,1.3136
0.79566,0.7922,0.79224,1.3135
0.79553,0.79211,0.79215,1.3135
0.79539,0.79202,0.79206,1.3134
0.79526,0.79194,0.79197,1.3133
0.79513,0.79185,0.79188,1.3133
0.79501,0.79177,0.7918,1.3132
0.79489,0.79169,0.79172,1.3132
0.79477,0.79161,0.79164,1.3131
0.79465,0.79154,0.79156,1.3131
0.79454,0.79146,0.79149,1.313
0.79443,0.79139,0.79142,1.313
0.79432,0.79132,0.79134,1.3129
0.79422,0.79125,0.79127,1.3129
0.79411,0.79118,0.79121,1.3128
0.79401,0.79112,0.79114,1.3128
0.79392,0.79105,0.79107,1.3128
